sale_id,site_id,product_id,business_date,qty,revenue,channel
S_2025-11-30_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-11-30,31,11935.0,dine_in
S_2025-11-30_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-11-30,29,4930.0,dine_in
S_2025-11-30_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-11-30,81,8505.0,dine_in
S_2025-11-30_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-11-30,40,7400.0,dine_in
S_2025-11-30_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-11-30,27,7830.0,dine_in
S_2025-11-30_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-11-30,259,0.0,dine_in
S_2025-12-01_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-01,36,9900.0,dine_in
S_2025-12-01_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-01,23,4830.0,dine_in
S_2025-12-01_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-01,47,11045.0,dine_in
S_2025-12-01_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-01,32,5760.0,dine_in
S_2025-12-01_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-01,20,4400.0,dine_in
S_2025-12-01_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-01,135,6480.0,dine_in
S_2025-12-01_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-01,80,2240.0,dine_in
S_2025-12-01_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-01,36,4680.0,dine_in
S_2025-12-01_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-01,43,6235.0,dine_in
S_2025-12-01_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-01,14,5390.0,dine_in
S_2025-12-01_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-01,21,3570.0,dine_in
S_2025-12-01_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-01,62,6510.0,dine_in
S_2025-12-01_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-01,21,3885.0,dine_in
S_2025-12-01_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-01,11,3190.0,dine_in
S_2025-12-01_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-01,176,0.0,dine_in
S_2025-12-02_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-02,25,6875.0,dine_in
S_2025-12-02_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-02,38,7980.0,dine_in
S_2025-12-02_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-02,46,10810.0,dine_in
S_2025-12-02_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-02,34,6120.0,dine_in
S_2025-12-02_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-02,25,5500.0,dine_in
S_2025-12-02_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-02,118,5664.0,dine_in
S_2025-12-02_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-02,94,2632.0,dine_in
S_2025-12-02_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-02,33,4290.0,dine_in
S_2025-12-02_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-02,46,6670.0,dine_in
S_2025-12-02_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-02,10,3850.0,dine_in
S_2025-12-02_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-02,21,3570.0,dine_in
S_2025-12-02_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-02,63,6615.0,dine_in
S_2025-12-02_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-02,20,3700.0,dine_in
S_2025-12-02_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-02,17,4930.0,dine_in
S_2025-12-02_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-02,179,0.0,dine_in
S_2025-12-03_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-03,37,10175.0,dine_in
S_2025-12-03_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-03,30,6300.0,dine_in
S_2025-12-03_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-03,34,7990.0,dine_in
S_2025-12-03_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-03,36,6480.0,dine_in
S_2025-12-03_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-03,20,4400.0,dine_in
S_2025-12-03_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-03,121,5808.0,dine_in
S_2025-12-03_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-03,74,2072.0,dine_in
S_2025-12-03_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-03,43,5590.0,dine_in
S_2025-12-03_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-03,40,5800.0,dine_in
S_2025-12-03_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-03,18,6930.0,dine_in
S_2025-12-03_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-03,12,2040.0,dine_in
S_2025-12-03_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-03,68,7140.0,dine_in
S_2025-12-03_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-03,15,2775.0,dine_in
S_2025-12-03_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-03,17,4930.0,dine_in
S_2025-12-03_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-03,171,0.0,dine_in
S_2025-12-04_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-04,44,12100.0,dine_in
S_2025-12-04_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-04,31,6510.0,dine_in
S_2025-12-04_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-04,47,11045.0,dine_in
S_2025-12-04_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-04,35,6300.0,dine_in
S_2025-12-04_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-04,30,6600.0,dine_in
S_2025-12-04_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-04,146,7008.0,dine_in
S_2025-12-04_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-04,90,2520.0,dine_in
S_2025-12-04_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-04,40,5200.0,dine_in
S_2025-12-04_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-04,53,7685.0,dine_in
S_2025-12-04_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-04,10,3850.0,dine_in
S_2025-12-04_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-04,26,4420.0,dine_in
S_2025-12-04_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-04,60,6300.0,dine_in
S_2025-12-04_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-04,25,4625.0,dine_in
S_2025-12-04_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-04,21,6090.0,dine_in
S_2025-12-04_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-04,199,0.0,dine_in
S_2025-12-05_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-05,69,18975.0,dine_in
S_2025-12-05_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-05,21,4410.0,dine_in
S_2025-12-05_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-05,65,15275.0,dine_in
S_2025-12-05_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-05,53,9540.0,dine_in
S_2025-12-05_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-05,34,7480.0,dine_in
S_2025-12-05_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-05,179,8592.0,dine_in
S_2025-12-05_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-05,123,3444.0,dine_in
S_2025-12-05_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-05,61,7930.0,dine_in
S_2025-12-05_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-05,62,8990.0,dine_in
S_2025-12-05_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-05,21,8085.0,dine_in
S_2025-12-05_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-05,18,3060.0,dine_in
S_2025-12-05_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-05,69,7245.0,dine_in
S_2025-12-05_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-05,43,7955.0,dine_in
S_2025-12-05_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-05,22,6380.0,dine_in
S_2025-12-05_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-05,255,0.0,dine_in
S_2025-12-06_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-06,72,19800.0,dine_in
S_2025-12-06_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-06,44,9240.0,dine_in
S_2025-12-06_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-06,71,16685.0,dine_in
S_2025-12-06_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-06,51,9180.0,dine_in
S_2025-12-06_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-06,39,8580.0,dine_in
S_2025-12-06_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-06,183,8784.0,dine_in
S_2025-12-06_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-06,122,3416.0,dine_in
S_2025-12-06_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-06,64,8320.0,dine_in
S_2025-12-06_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-06,79,11455.0,dine_in
S_2025-12-06_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-06,25,9625.0,dine_in
S_2025-12-06_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-06,29,4930.0,dine_in
S_2025-12-06_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-06,68,7140.0,dine_in
S_2025-12-06_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-06,44,8140.0,dine_in
S_2025-12-06_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-06,25,7250.0,dine_in
S_2025-12-06_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-06,278,0.0,dine_in
S_2025-12-07_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-07,66,18150.0,dine_in
S_2025-12-07_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-07,44,9240.0,dine_in
S_2025-12-07_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-07,60,14100.0,dine_in
S_2025-12-07_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-07,38,6840.0,dine_in
S_2025-12-07_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-07,34,7480.0,dine_in
S_2025-12-07_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-07,165,7920.0,dine_in
S_2025-12-07_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-07,127,3556.0,dine_in
S_2025-12-07_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-07,48,6240.0,dine_in
S_2025-12-07_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-07,59,8555.0,dine_in
S_2025-12-07_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-07,21,8085.0,dine_in
S_2025-12-07_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-07,33,5610.0,dine_in
S_2025-12-07_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-07,77,8085.0,dine_in
S_2025-12-07_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-07,28,5180.0,dine_in
S_2025-12-07_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-07,32,9280.0,dine_in
S_2025-12-07_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-07,252,0.0,dine_in
S_2025-12-08_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-08,34,9350.0,dine_in
S_2025-12-08_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-08,22,4620.0,dine_in
S_2025-12-08_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-08,38,8930.0,dine_in
S_2025-12-08_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-08,34,6120.0,dine_in
S_2025-12-08_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-08,23,5060.0,dine_in
S_2025-12-08_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-08,124,5952.0,dine_in
S_2025-12-08_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-08,72,2016.0,dine_in
S_2025-12-08_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-08,36,4680.0,dine_in
S_2025-12-08_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-08,46,6670.0,dine_in
S_2025-12-08_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-08,11,4235.0,dine_in
S_2025-12-08_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-08,15,2550.0,dine_in
S_2025-12-08_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-08,49,5145.0,dine_in
S_2025-12-08_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-08,27,4995.0,dine_in
S_2025-12-08_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-08,19,5510.0,dine_in
S_2025-12-08_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-08,167,0.0,dine_in
S_2025-12-09_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-09,38,10450.0,dine_in
S_2025-12-09_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-09,39,8190.0,dine_in
S_2025-12-09_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-09,45,10575.0,dine_in
S_2025-12-09_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-09,21,3780.0,dine_in
S_2025-12-09_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-09,16,3520.0,dine_in
S_2025-12-09_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-09,119,5712.0,dine_in
S_2025-12-09_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-09,91,2548.0,dine_in
S_2025-12-09_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-09,32,4160.0,dine_in
S_2025-12-09_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-09,40,5800.0,dine_in
S_2025-12-09_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-09,12,4620.0,dine_in
S_2025-12-09_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-09,19,3230.0,dine_in
S_2025-12-09_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-09,59,6195.0,dine_in
S_2025-12-09_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-09,17,3145.0,dine_in
S_2025-12-09_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-09,20,5800.0,dine_in
S_2025-12-09_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-09,172,0.0,dine_in
S_2025-12-10_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-10,32,8800.0,dine_in
S_2025-12-10_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-10,27,5670.0,dine_in
S_2025-12-10_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-10,38,8930.0,dine_in
S_2025-12-10_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-10,30,5400.0,dine_in
S_2025-12-10_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-10,21,4620.0,dine_in
S_2025-12-10_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-10,103,4944.0,dine_in
S_2025-12-10_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-10,80,2240.0,dine_in
S_2025-12-10_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-10,29,3770.0,dine_in
S_2025-12-10_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-10,36,5220.0,dine_in
S_2025-12-10_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-10,14,5390.0,dine_in
S_2025-12-10_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-10,17,2890.0,dine_in
S_2025-12-10_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-10,67,7035.0,dine_in
S_2025-12-10_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-10,20,3700.0,dine_in
S_2025-12-10_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-10,18,5220.0,dine_in
S_2025-12-10_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-10,161,0.0,dine_in
S_2025-12-11_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-11,48,13200.0,dine_in
S_2025-12-11_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-11,30,6300.0,dine_in
S_2025-12-11_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-11,44,10340.0,dine_in
S_2025-12-11_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-11,31,5580.0,dine_in
S_2025-12-11_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-11,23,5060.0,dine_in
S_2025-12-11_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-11,121,5808.0,dine_in
S_2025-12-11_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-11,99,2772.0,dine_in
S_2025-12-11_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-11,39,5070.0,dine_in
S_2025-12-11_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-11,43,6235.0,dine_in
S_2025-12-11_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-11,17,6545.0,dine_in
S_2025-12-11_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-11,13,2210.0,dine_in
S_2025-12-11_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-11,45,4725.0,dine_in
S_2025-12-11_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-11,29,5365.0,dine_in
S_2025-12-11_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-11,21,6090.0,dine_in
S_2025-12-11_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-11,183,0.0,dine_in
S_2025-12-12_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-12,51,14025.0,dine_in
S_2025-12-12_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-12,39,8190.0,dine_in
S_2025-12-12_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-12,69,16215.0,dine_in
S_2025-12-12_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-12,49,8820.0,dine_in
S_2025-12-12_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-12,33,7260.0,dine_in
S_2025-12-12_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-12,186,8928.0,dine_in
S_2025-12-12_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-12,120,3360.0,dine_in
S_2025-12-12_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-12,58,7540.0,dine_in
S_2025-12-12_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-12,65,9425.0,dine_in
S_2025-12-12_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-12,23,8855.0,dine_in
S_2025-12-12_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-12,31,5270.0,dine_in
S_2025-12-12_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-12,72,7560.0,dine_in
S_2025-12-12_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-12,42,7770.0,dine_in
S_2025-12-12_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-12,29,8410.0,dine_in
S_2025-12-12_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-12,263,0.0,dine_in
S_2025-12-13_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-13,60,16500.0,dine_in
S_2025-12-13_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-13,40,8400.0,dine_in
S_2025-12-13_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-13,66,15510.0,dine_in
S_2025-12-13_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-13,55,9900.0,dine_in
S_2025-12-13_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-13,44,9680.0,dine_in
S_2025-12-13_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-13,191,9168.0,dine_in
S_2025-12-13_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-13,141,3948.0,dine_in
S_2025-12-13_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-13,57,7410.0,dine_in
S_2025-12-13_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-13,73,10585.0,dine_in
S_2025-12-13_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-13,32,12320.0,dine_in
S_2025-12-13_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-13,29,4930.0,dine_in
S_2025-12-13_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-13,66,6930.0,dine_in
S_2025-12-13_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-13,39,7215.0,dine_in
S_2025-12-13_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-13,33,9570.0,dine_in
S_2025-12-13_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-13,281,0.0,dine_in
S_2025-12-14_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-14,46,12650.0,dine_in
S_2025-12-14_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-14,40,8400.0,dine_in
S_2025-12-14_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-14,55,12925.0,dine_in
S_2025-12-14_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-14,44,7920.0,dine_in
S_2025-12-14_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-14,40,8800.0,dine_in
S_2025-12-14_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-14,179,8592.0,dine_in
S_2025-12-14_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-14,128,3584.0,dine_in
S_2025-12-14_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-14,59,7670.0,dine_in
S_2025-12-14_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-14,69,10005.0,dine_in
S_2025-12-14_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-14,27,10395.0,dine_in
S_2025-12-14_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-14,33,5610.0,dine_in
S_2025-12-14_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-14,79,8295.0,dine_in
S_2025-12-14_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-14,39,7215.0,dine_in
S_2025-12-14_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-14,30,8700.0,dine_in
S_2025-12-14_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-14,263,0.0,dine_in
S_2025-12-15_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-15,34,9350.0,dine_in
S_2025-12-15_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-15,25,5250.0,dine_in
S_2025-12-15_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-15,55,12925.0,dine_in
S_2025-12-15_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-15,32,5760.0,dine_in
S_2025-12-15_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-15,26,5720.0,dine_in
S_2025-12-15_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-15,111,5328.0,dine_in
S_2025-12-15_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-15,77,2156.0,dine_in
S_2025-12-15_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-15,37,4810.0,dine_in
S_2025-12-15_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-15,37,5365.0,dine_in
S_2025-12-15_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-15,10,3850.0,dine_in
S_2025-12-15_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-15,23,3910.0,dine_in
S_2025-12-15_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-15,59,6195.0,dine_in
S_2025-12-15_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-15,23,4255.0,dine_in
S_2025-12-15_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-15,18,5220.0,dine_in
S_2025-12-15_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-15,172,0.0,dine_in
S_2025-12-16_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-16,29,7975.0,dine_in
S_2025-12-16_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-16,23,4830.0,dine_in
S_2025-12-16_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-16,42,9870.0,dine_in
