production_id,site_id,product_id,business_date,planned_qty,actual_qty,uom
P_2025-12-02_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-02,39,39,portion
P_2025-12-02_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-02,38,38,portion
P_2025-12-02_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-02,46,46,portion
P_2025-12-02_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-02,34,34,portion
P_2025-12-02_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-02,26,26,portion
P_2025-12-02_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-02,118,118,portion
P_2025-12-02_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-02,86,94,portion
P_2025-12-02_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-02,40,40,portion
P_2025-12-02_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-02,48,46,portion
P_2025-12-02_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-02,16,16,portion
P_2025-12-02_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-02,22,22,portion
P_2025-12-02_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-02,65,63,portion
P_2025-12-02_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-02,30,29,portion
P_2025-12-02_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-02,20,19,portion
P_2025-12-02_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-02,179,179,portion
P_2025-12-03_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-03,42,43,portion
P_2025-12-03_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-03,30,30,portion
P_2025-12-03_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-03,49,46,portion
P_2025-12-03_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-03,36,36,portion
P_2025-12-03_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-03,28,28,portion
P_2025-12-03_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-03,127,121,portion
P_2025-12-03_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-03,91,74,portion
P_2025-12-03_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-03,43,43,portion
P_2025-12-03_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-03,51,50,portion
P_2025-12-03_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-03,18,18,portion
P_2025-12-03_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-03,23,23,portion
P_2025-12-03_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-03,83,68,portion
P_2025-12-03_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-03,32,32,portion
P_2025-12-03_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-03,21,20,portion
P_2025-12-03_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-03,171,171,portion
P_2025-12-04_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-04,45,45,portion
P_2025-12-04_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-04,33,34,portion
P_2025-12-04_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-04,53,51,portion
P_2025-12-04_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-04,39,38,portion
P_2025-12-04_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-04,30,30,portion
P_2025-12-04_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-04,138,146,portion
P_2025-12-04_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-04,99,90,portion
P_2025-12-04_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-04,46,45,portion
P_2025-12-04_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-04,56,55,portion
P_2025-12-04_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-04,20,19,portion
P_2025-12-04_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-04,26,26,portion
P_2025-12-04_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-04,66,60,portion
P_2025-12-04_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-04,35,35,portion
P_2025-12-04_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-04,22,21,portion
P_2025-12-04_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-04,199,199,portion
P_2025-12-05_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-05,80,81,portion
P_2025-12-05_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-05,43,45,portion
P_2025-12-05_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-05,69,66,portion
P_2025-12-05_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-05,52,53,portion
P_2025-12-05_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-05,39,40,portion
P_2025-12-05_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-05,180,179,portion
P_2025-12-05_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-05,129,123,portion
P_2025-12-05_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-05,61,61,portion
P_2025-12-05_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-05,73,71,portion
P_2025-12-05_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-05,33,32,portion
P_2025-12-05_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-05,33,33,portion
P_2025-12-05_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-05,72,69,portion
P_2025-12-05_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-05,46,45,portion
P_2025-12-05_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-05,32,32,portion
P_2025-12-05_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-05,255,255,portion
P_2025-12-06_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-06,74,72,portion
P_2025-12-06_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-06,47,48,portion
P_2025-12-06_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-06,77,74,portion
P_2025-12-06_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-06,57,60,portion
P_2025-12-06_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-06,44,43,portion
P_2025-12-06_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-06,199,183,portion
P_2025-12-06_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-06,144,122,portion
P_2025-12-06_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-06,67,72,portion
P_2025-12-06_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-06,81,79,portion
P_2025-12-06_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-06,36,34,portion
P_2025-12-06_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-06,37,37,portion
P_2025-12-06_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-06,81,68,portion
P_2025-12-06_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-06,51,49,portion
P_2025-12-06_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-06,35,35,portion
P_2025-12-06_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-06,278,278,portion
P_2025-12-07_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-07,66,68,portion
P_2025-12-07_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-07,43,44,portion
P_2025-12-07_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-07,71,69,portion
P_2025-12-07_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-07,53,51,portion
P_2025-12-07_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-07,40,39,portion
P_2025-12-07_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-07,177,165,portion
P_2025-12-07_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-07,132,127,portion
P_2025-12-07_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-07,62,61,portion
P_2025-12-07_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-07,74,75,portion
P_2025-12-07_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-07,32,33,portion
P_2025-12-07_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-07,34,35,portion
P_2025-12-07_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-07,86,77,portion
P_2025-12-07_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-07,46,46,portion
P_2025-12-07_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-07,31,32,portion
P_2025-12-07_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-07,252,252,portion
P_2025-12-08_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-08,37,36,portion
P_2025-12-08_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-08,27,27,portion
P_2025-12-08_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-08,54,55,portion
P_2025-12-08_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-08,33,34,portion
P_2025-12-08_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-08,25,26,portion
P_2025-12-08_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-08,117,124,portion
P_2025-12-08_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-08,83,72,portion
P_2025-12-08_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-08,39,39,portion
P_2025-12-08_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-08,47,48,portion
P_2025-12-08_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-08,16,16,portion
P_2025-12-08_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-08,21,21,portion
P_2025-12-08_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-08,67,49,portion
P_2025-12-08_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-08,29,27,portion
P_2025-12-08_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-08,19,19,portion
P_2025-12-08_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-08,167,167,portion
P_2025-12-09_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-09,39,38,portion
P_2025-12-09_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-09,38,39,portion
P_2025-12-09_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-09,46,45,portion
P_2025-12-09_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-09,34,34,portion
P_2025-12-09_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-09,26,26,portion
P_2025-12-09_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-09,119,119,portion
P_2025-12-09_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-09,86,91,portion
P_2025-12-09_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-09,41,41,portion
P_2025-12-09_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-09,49,49,portion
P_2025-12-09_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-09,16,17,portion
P_2025-12-09_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-09,22,22,portion
P_2025-12-09_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-09,66,59,portion
P_2025-12-09_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-09,30,29,portion
P_2025-12-09_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-09,20,20,portion
P_2025-12-09_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-09,172,172,portion
P_2025-12-10_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-10,37,39,portion
P_2025-12-10_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-10,26,27,portion
P_2025-12-10_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-10,43,43,portion
P_2025-12-10_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-10,32,31,portion
P_2025-12-10_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-10,25,25,portion
P_2025-12-10_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-10,113,103,portion
P_2025-12-10_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-10,80,80,portion
P_2025-12-10_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-10,38,39,portion
P_2025-12-10_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-10,45,45,portion
P_2025-12-10_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-10,16,16,portion
P_2025-12-10_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-10,21,21,portion
P_2025-12-10_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-10,74,67,portion
P_2025-12-10_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-10,28,28,portion
P_2025-12-10_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-10,18,18,portion
P_2025-12-10_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-10,161,161,portion
P_2025-12-11_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-11,46,48,portion
P_2025-12-11_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-11,33,33,portion
P_2025-12-11_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-11,54,56,portion
P_2025-12-11_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-11,40,42,portion
P_2025-12-11_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-11,30,30,portion
P_2025-12-11_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-11,139,121,portion
P_2025-12-11_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-11,100,99,portion
P_2025-12-11_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-11,47,47,portion
P_2025-12-11_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-11,56,55,portion
P_2025-12-11_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-11,20,20,portion
P_2025-12-11_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-11,26,26,portion
P_2025-12-11_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-11,67,45,portion
P_2025-12-11_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-11,35,37,portion
P_2025-12-11_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-11,22,23,portion
P_2025-12-11_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-11,183,183,portion
P_2025-12-12_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-12,81,81,portion
P_2025-12-12_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-12,43,43,portion
P_2025-12-12_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-12,70,69,portion
P_2025-12-12_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-12,52,49,portion
P_2025-12-12_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-12,40,41,portion
P_2025-12-12_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-12,181,186,portion
P_2025-12-12_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-12,130,120,portion
P_2025-12-12_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-12,61,62,portion
P_2025-12-12_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-12,73,69,portion
P_2025-12-12_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-12,33,33,portion
P_2025-12-12_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-12,34,33,portion
P_2025-12-12_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-12,72,72,portion
P_2025-12-12_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-12,46,44,portion
P_2025-12-12_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-12,32,32,portion
P_2025-12-12_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-12,263,263,portion
P_2025-12-13_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-13,74,75,portion
P_2025-12-13_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-13,48,49,portion
P_2025-12-13_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-13,78,75,portion
P_2025-12-13_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-13,58,55,portion
P_2025-12-13_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-13,44,44,portion
P_2025-12-13_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-13,201,191,portion
P_2025-12-13_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-13,145,141,portion
P_2025-12-13_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-13,68,67,portion
P_2025-12-13_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-13,82,83,portion
P_2025-12-13_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-13,36,36,portion
P_2025-12-13_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-13,37,36,portion
P_2025-12-13_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-13,82,66,portion
P_2025-12-13_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-13,51,52,portion
P_2025-12-13_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-13,35,34,portion
P_2025-12-13_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-13,281,281,portion
P_2025-12-14_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-14,66,67,portion
P_2025-12-14_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-14,44,43,portion
P_2025-12-14_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-14,71,69,portion
P_2025-12-14_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-14,53,54,portion
P_2025-12-14_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-14,40,40,portion
P_2025-12-14_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-14,179,179,portion
P_2025-12-14_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-14,133,128,portion
P_2025-12-14_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-14,62,64,portion
P_2025-12-14_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-14,75,74,portion
P_2025-12-14_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-14,32,32,portion
P_2025-12-14_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-14,34,33,portion
P_2025-12-14_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-14,87,79,portion
P_2025-12-14_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-14,47,48,portion
P_2025-12-14_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-14,32,34,portion
P_2025-12-14_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-14,263,263,portion
P_2025-12-15_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-15,37,38,portion
P_2025-12-15_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-15,28,28,portion
P_2025-12-15_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-15,55,56,portion
P_2025-12-15_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-15,33,34,portion
P_2025-12-15_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-15,26,26,portion
P_2025-12-15_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-15,117,111,portion
P_2025-12-15_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-15,84,77,portion
P_2025-12-15_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-15,39,39,portion
P_2025-12-15_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-15,47,47,portion
P_2025-12-15_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-15,16,16,portion
P_2025-12-15_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-15,22,23,portion
P_2025-12-15_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-15,67,59,portion
P_2025-12-15_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-15,29,30,portion
P_2025-12-15_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-15,19,18,portion
P_2025-12-15_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-15,172,172,portion
P_2025-12-16_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-16,39,39,portion
P_2025-12-16_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-16,39,40,portion
P_2025-12-16_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-16,47,46,portion
P_2025-12-16_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-16,35,34,portion
P_2025-12-16_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-16,27,27,portion
P_2025-12-16_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-16,120,112,portion
P_2025-12-16_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-16,87,93,portion
P_2025-12-16_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-16,41,42,portion
P_2025-12-16_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-16,49,51,portion
P_2025-12-16_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-16,17,17,portion
P_2025-12-16_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-16,22,22,portion
P_2025-12-16_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-16,66,62,portion
P_2025-12-16_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-16,31,30,portion
P_2025-12-16_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-16,20,20,portion
P_2025-12-16_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-16,171,171,portion
P_2025-12-17_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-17,42,40,portion
P_2025-12-17_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-17,30,30,portion
P_2025-12-17_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-17,50,54,portion
P_2025-12-17_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-17,37,36,portion
P_2025-12-17_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-17,28,28,portion
P_2025-12-17_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-17,129,105,portion
P_2025-12-17_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-17,92,82,portion
P_2025-12-17_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-17,43,43,portion
P_2025-12-17_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-17,52,54,portion
P_2025-12-17_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-17,18,17,portion
P_2025-12-17_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-17,24,23,portion
P_2025-12-17_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-17,85,72,portion
P_2025-12-17_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-17,32,33,portion
P_2025-12-17_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-17,21,21,portion
P_2025-12-17_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-17,177,177,portion
P_2025-12-18_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-18,46,47,portion
P_2025-12-18_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-18,33,33,portion
P_2025-12-18_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-18,54,53,portion
P_2025-12-18_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-18,40,40,portion
P_2025-12-18_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-18,31,31,portion
P_2025-12-18_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-18,140,125,portion
P_2025-12-18_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-18,100,112,portion
P_2025-12-18_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-18,47,48,portion
P_2025-12-18_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-18,57,58,portion
P_2025-12-18_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-18,21,21,portion
P_2025-12-18_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-18,26,26,portion
P_2025-12-18_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-18,67,70,portion
P_2025-12-18_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-18,35,35,portion
P_2025-12-18_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-18,23,23,portion
P_2025-12-18_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-18,199,199,portion
