batch_id,site_id,product_id,lot_code,received_at,printed_expiry,qty_received,uom,storage_zone_id,dock_dwell_hours,intake_grade,unit_cost,state
B00421,SITE_KIT_01,ING_GCHILLI,LOT-B00421,2025-12-07T07:00:00,2025-12-14,5.0,kg,ZN_COLD,0.5,0.805,70.0,whole
B00422,SITE_KIT_01,ING_CARROT,LOT-B00422,2025-12-07T07:00:00,2025-12-17,20.0,kg,ZN_COLD,0.5,0.923,45.0,whole
B00423,SITE_KIT_01,ING_CAPSICUM,LOT-B00423,2025-12-07T07:00:00,2025-12-14,8.0,kg,ZN_COLD,0.5,0.963,80.0,whole
B00424,SITE_KIT_01,ING_CABBAGE,LOT-B00424,2025-12-07T07:00:00,2025-12-17,6.0,kg,ZN_COLD,0.5,0.907,25.0,whole
B00425,SITE_KIT_01,ING_BRINJAL,LOT-B00425,2025-12-07T07:00:00,2025-12-14,8.0,kg,ZN_COLD,0.5,0.893,40.0,whole
B00426,SITE_KIT_01,ING_OKRA,LOT-B00426,2025-12-07T07:00:00,2025-12-14,10.0,kg,ZN_COLD,0.5,0.865,55.0,whole
B00427,SITE_KIT_01,ING_PEAS,LOT-B00427,2025-12-07T07:00:00,2025-12-14,6.0,kg,ZN_COLD,0.5,0.917,90.0,whole
B00428,SITE_KIT_01,ING_MINT,LOT-B00428,2025-12-07T07:00:00,2025-12-10,0.75,kg,ZN_COLD,0.5,0.978,60.0,whole
B00429,SITE_KIT_01,ING_CURRYLEAF,LOT-B00429,2025-12-07T07:00:00,2025-12-10,0.75,kg,ZN_COLD,0.5,0.93,80.0,whole
B00430,SITE_KIT_01,ING_LEMON,LOT-B00430,2025-12-07T07:00:00,2025-12-13,4.0,kg,ZN_COLD,0.5,0.985,90.0,whole
B00431,SITE_KIT_01,ING_BEANS,LOT-B00431,2025-12-07T07:00:00,2025-12-14,8.0,kg,ZN_COLD,0.5,0.951,60.0,whole
B00432,SITE_KIT_01,ING_MUSHROOM,LOT-B00432,2025-12-07T07:00:00,2025-12-14,3.0,kg,ZN_COLD,0.5,0.924,220.0,whole
B00433,SITE_KIT_01,ING_CUCUMBER,LOT-B00433,2025-12-07T07:00:00,2025-12-14,11.0,kg,ZN_COLD,0.5,0.966,35.0,whole
B00434,SITE_KIT_01,ING_BANANA,LOT-B00434,2025-12-07T07:00:00,2025-12-13,9.0,kg,ZN_COLD,0.5,0.912,55.0,whole
B00435,SITE_KIT_01,ING_CHICKEN,LOT-B00435,2025-12-07T07:00:00,2025-12-10,31.0,kg,ZN_FREEZE,0.5,0.92,210.0,whole
B00436,SITE_KIT_01,ING_MUTTON,LOT-B00436,2025-12-07T07:00:00,2025-12-10,14.0,kg,ZN_FREEZE,0.5,0.95,720.0,whole
B00437,SITE_KIT_01,ING_FISH,LOT-B00437,2025-12-07T07:00:00,2025-12-10,13.0,kg,ZN_FREEZE,0.5,0.893,480.0,whole
B00438,SITE_KIT_01,ING_EGG,LOT-B00438,2025-12-07T07:00:00,2025-12-13,6.0,kg,ZN_COLD,0.5,1.0,140.0,whole
B00439,SITE_KIT_01,ING_PANEER,LOT-B00439,2025-12-07T07:00:00,2025-12-13,27.0,kg,ZN_COLD,0.5,0.862,380.0,whole
B00440,SITE_KIT_01,ING_CURD,LOT-B00440,2025-12-07T07:00:00,2025-12-13,23.0,kg,ZN_COLD,0.5,0.98,70.0,whole
B00441,SITE_KIT_01,ING_MILK,LOT-B00441,2025-12-07T07:00:00,2025-12-13,4.0,kg,ZN_COLD,0.5,0.975,58.0,whole
B00442,SITE_KIT_01,ING_CREAM,LOT-B00442,2025-12-07T07:00:00,2025-12-13,6.0,kg,ZN_COLD,0.5,1.0,220.0,whole
B00443,SITE_KIT_01,ING_BUTTER,LOT-B00443,2025-12-07T07:00:00,2025-12-13,6.0,kg,ZN_COLD,0.5,1.0,520.0,whole
B00444,SITE_KIT_01,ING_BATTER,LOT-B00444,2025-12-07T07:00:00,2025-12-09,14.0,kg,ZN_COLD,0.5,0.879,70.0,whole
B00445,SITE_KIT_01,ING_SPINACH,LOT-B00445,2025-12-08T07:00:00,2025-12-12,9.0,kg,ZN_COLD,0.5,0.956,30.0,whole
B00446,SITE_KIT_01,ING_CORIANDER,LOT-B00446,2025-12-08T07:00:00,2025-12-11,1.5,kg,ZN_COLD,0.5,1.0,60.0,whole
B00447,SITE_KIT_01,ING_MINT,LOT-B00447,2025-12-08T07:00:00,2025-12-11,0.691,kg,ZN_COLD,0.5,1.0,60.0,whole
B00448,SITE_KIT_01,ING_CURRYLEAF,LOT-B00448,2025-12-08T07:00:00,2025-12-11,0.5,kg,ZN_COLD,0.5,0.947,80.0,whole
B00449,SITE_KIT_01,ING_BATTER,LOT-B00449,2025-12-08T07:00:00,2025-12-10,15.0,kg,ZN_COLD,0.5,0.932,70.0,whole
B00450,SITE_KIT_01,ING_TOMATO,LOT-B00450,2025-12-09T07:00:00,2025-12-16,14.0,kg,ZN_COLD,0.5,0.968,32.0,whole
B00451,SITE_KIT_01,ING_ONION,LOT-B00451,2025-12-09T07:00:00,2026-01-08,198.0,kg,ZN_DRY,0.5,0.906,38.0,whole
B00452,SITE_KIT_01,ING_POTATO,LOT-B00452,2025-12-09T07:00:00,2026-01-08,58.0,kg,ZN_DRY,0.5,0.897,28.0,whole
B00453,SITE_KIT_01,ING_CAULI,LOT-B00453,2025-12-09T07:00:00,2025-12-19,82.0,kg,ZN_COLD,0.5,0.974,40.0,whole
B00454,SITE_KIT_01,ING_SPINACH,LOT-B00454,2025-12-09T07:00:00,2025-12-13,8.0,kg,ZN_COLD,0.5,0.99,30.0,whole
B00455,SITE_KIT_01,ING_CORIANDER,LOT-B00455,2025-12-09T07:00:00,2025-12-12,1.25,kg,ZN_COLD,0.5,1.0,60.0,whole
B00456,SITE_KIT_01,ING_GCHILLI,LOT-B00456,2025-12-09T07:00:00,2025-12-16,1.0,kg,ZN_COLD,0.5,0.898,70.0,whole
B00457,SITE_KIT_01,ING_GINGER,LOT-B00457,2025-12-09T07:00:00,2026-01-08,4.0,kg,ZN_DRY,0.5,0.983,120.0,whole
B00458,SITE_KIT_01,ING_GARLIC,LOT-B00458,2025-12-09T07:00:00,2026-01-08,7.636,kg,ZN_DRY,0.5,0.929,180.0,whole
B00459,SITE_KIT_01,ING_CARROT,LOT-B00459,2025-12-09T07:00:00,2025-12-19,7.0,kg,ZN_COLD,0.5,0.919,45.0,whole
B00460,SITE_KIT_01,ING_CAPSICUM,LOT-B00460,2025-12-09T07:00:00,2025-12-16,7.182,kg,ZN_COLD,0.5,0.986,80.0,whole
B00461,SITE_KIT_01,ING_CABBAGE,LOT-B00461,2025-12-09T07:00:00,2025-12-19,4.667,kg,ZN_COLD,0.5,0.923,25.0,whole
B00462,SITE_KIT_01,ING_BRINJAL,LOT-B00462,2025-12-09T07:00:00,2025-12-16,8.0,kg,ZN_COLD,0.5,0.893,40.0,whole
B00463,SITE_KIT_01,ING_OKRA,LOT-B00463,2025-12-09T07:00:00,2025-12-16,7.516,kg,ZN_COLD,0.5,0.922,55.0,whole
B00464,SITE_KIT_01,ING_PEAS,LOT-B00464,2025-12-09T07:00:00,2025-12-16,5.0,kg,ZN_COLD,0.5,0.937,90.0,whole
B00465,SITE_KIT_01,ING_MINT,LOT-B00465,2025-12-09T07:00:00,2025-12-12,0.75,kg,ZN_COLD,0.5,1.0,60.0,whole
B00466,SITE_KIT_01,ING_CURRYLEAF,LOT-B00466,2025-12-09T07:00:00,2025-12-12,0.5,kg,ZN_COLD,0.5,0.922,80.0,whole
B00467,SITE_KIT_01,ING_LEMON,LOT-B00467,2025-12-09T07:00:00,2025-12-15,4.0,kg,ZN_COLD,0.5,0.878,90.0,whole
B00468,SITE_KIT_01,ING_BEANS,LOT-B00468,2025-12-09T07:00:00,2025-12-16,12.0,kg,ZN_COLD,0.5,0.998,60.0,whole
B00469,SITE_KIT_01,ING_MUSHROOM,LOT-B00469,2025-12-09T07:00:00,2025-12-16,3.0,kg,ZN_COLD,0.5,1.0,220.0,whole
B00470,SITE_KIT_01,ING_CUCUMBER,LOT-B00470,2025-12-09T07:00:00,2025-12-16,6.226,kg,ZN_COLD,0.5,0.898,35.0,whole
B00471,SITE_KIT_01,ING_BANANA,LOT-B00471,2025-12-09T07:00:00,2025-12-15,9.0,kg,ZN_COLD,0.5,0.881,55.0,whole
B00472,SITE_KIT_01,ING_CHICKEN,LOT-B00472,2025-12-09T07:00:00,2025-12-12,24.0,kg,ZN_FREEZE,0.5,0.988,210.0,whole
B00473,SITE_KIT_01,ING_MUTTON,LOT-B00473,2025-12-09T07:00:00,2025-12-12,14.0,kg,ZN_FREEZE,0.5,0.93,720.0,whole
B00474,SITE_KIT_01,ING_FISH,LOT-B00474,2025-12-09T07:00:00,2025-12-12,10.0,kg,ZN_FREEZE,0.5,0.855,480.0,whole
B00475,SITE_KIT_01,ING_EGG,LOT-B00475,2025-12-09T07:00:00,2025-12-15,5.0,kg,ZN_COLD,0.5,0.909,140.0,whole
B00476,SITE_KIT_01,ING_PANEER,LOT-B00476,2025-12-09T07:00:00,2025-12-15,24.0,kg,ZN_COLD,0.5,0.996,380.0,whole
B00477,SITE_KIT_01,ING_CURD,LOT-B00477,2025-12-09T07:00:00,2025-12-15,20.0,kg,ZN_COLD,0.5,0.924,70.0,whole
B00478,SITE_KIT_01,ING_MILK,LOT-B00478,2025-12-09T07:00:00,2025-12-15,4.0,kg,ZN_COLD,0.5,0.972,58.0,whole
B00479,SITE_KIT_01,ING_CREAM,LOT-B00479,2025-12-09T07:00:00,2025-12-15,5.0,kg,ZN_COLD,0.5,0.951,220.0,whole
B00480,SITE_KIT_01,ING_BUTTER,LOT-B00480,2025-12-09T07:00:00,2025-12-15,6.0,kg,ZN_COLD,0.5,0.918,520.0,whole
B00481,SITE_KIT_01,ING_BATTER,LOT-B00481,2025-12-09T07:00:00,2025-12-11,15.0,kg,ZN_COLD,0.5,1.0,70.0,whole
B00482,SITE_KIT_01,ING_SPINACH,LOT-B00482,2025-12-10T07:00:00,2025-12-14,7.337,kg,ZN_COLD,0.5,0.922,30.0,whole
B00483,SITE_KIT_01,ING_CORIANDER,LOT-B00483,2025-12-10T07:00:00,2025-12-13,1.25,kg,ZN_COLD,0.5,0.973,60.0,whole
B00484,SITE_KIT_01,ING_MINT,LOT-B00484,2025-12-10T07:00:00,2025-12-13,0.75,kg,ZN_COLD,0.5,0.913,60.0,whole
B00485,SITE_KIT_01,ING_CURRYLEAF,LOT-B00485,2025-12-10T07:00:00,2025-12-13,0.5,kg,ZN_COLD,0.5,0.955,80.0,whole
B00486,SITE_KIT_01,ING_BATTER,LOT-B00486,2025-12-10T07:00:00,2025-12-12,15.0,kg,ZN_COLD,0.5,0.909,70.0,whole
B00487,SITE_KIT_01,ING_TOMATO,LOT-B00487,2025-12-11T07:00:00,2025-12-18,30.0,kg,ZN_COLD,0.5,0.888,32.0,whole
B00488,SITE_KIT_01,ING_CAULI,LOT-B00488,2025-12-11T07:00:00,2025-12-21,18.0,kg,ZN_COLD,0.5,1.0,40.0,whole
B00489,SITE_KIT_01,ING_SPINACH,LOT-B00489,2025-12-11T07:00:00,2025-12-15,8.0,kg,ZN_COLD,0.5,0.92,30.0,whole
B00490,SITE_KIT_01,ING_CORIANDER,LOT-B00490,2025-12-11T07:00:00,2025-12-14,1.5,kg,ZN_COLD,0.5,0.881,60.0,whole
B00491,SITE_KIT_01,ING_GCHILLI,LOT-B00491,2025-12-11T07:00:00,2025-12-18,2.0,kg,ZN_COLD,0.5,0.884,70.0,whole
B00492,SITE_KIT_01,ING_CARROT,LOT-B00492,2025-12-11T07:00:00,2025-12-21,9.0,kg,ZN_COLD,0.5,0.96,45.0,whole
B00493,SITE_KIT_01,ING_CAPSICUM,LOT-B00493,2025-12-11T07:00:00,2025-12-18,6.0,kg,ZN_COLD,0.5,0.885,80.0,whole
B00494,SITE_KIT_01,ING_CABBAGE,LOT-B00494,2025-12-11T07:00:00,2025-12-21,5.0,kg,ZN_COLD,0.5,0.879,25.0,whole
B00495,SITE_KIT_01,ING_BRINJAL,LOT-B00495,2025-12-11T07:00:00,2025-12-18,6.0,kg,ZN_COLD,0.5,0.926,40.0,whole
B00496,SITE_KIT_01,ING_OKRA,LOT-B00496,2025-12-11T07:00:00,2025-12-18,6.24,kg,ZN_COLD,0.5,0.941,55.0,whole
B00497,SITE_KIT_01,ING_PEAS,LOT-B00497,2025-12-11T07:00:00,2025-12-18,5.0,kg,ZN_COLD,0.5,0.927,90.0,whole
B00498,SITE_KIT_01,ING_MINT,LOT-B00498,2025-12-11T07:00:00,2025-12-14,0.75,kg,ZN_COLD,0.5,0.938,60.0,whole
B00499,SITE_KIT_01,ING_CURRYLEAF,LOT-B00499,2025-12-11T07:00:00,2025-12-14,0.5,kg,ZN_COLD,0.5,1.0,80.0,whole
B00500,SITE_KIT_01,ING_LEMON,LOT-B00500,2025-12-11T07:00:00,2025-12-17,4.0,kg,ZN_COLD,0.5,0.958,90.0,whole
B00501,SITE_KIT_01,ING_BEANS,LOT-B00501,2025-12-11T07:00:00,2025-12-18,3.0,kg,ZN_COLD,0.5,0.948,60.0,whole
B00502,SITE_KIT_01,ING_MUSHROOM,LOT-B00502,2025-12-11T07:00:00,2025-12-18,2.0,kg,ZN_COLD,0.5,0.904,220.0,whole
B00503,SITE_KIT_01,ING_CUCUMBER,LOT-B00503,2025-12-11T07:00:00,2025-12-18,5.635,kg,ZN_COLD,0.5,0.941,35.0,whole
B00504,SITE_KIT_01,ING_BANANA,LOT-B00504,2025-12-11T07:00:00,2025-12-17,8.0,kg,ZN_COLD,0.5,0.91,55.0,whole
B00505,SITE_KIT_01,ING_CHICKEN,LOT-B00505,2025-12-11T07:00:00,2025-12-14,19.0,kg,ZN_FREEZE,0.5,0.901,210.0,whole
B00506,SITE_KIT_01,ING_MUTTON,LOT-B00506,2025-12-11T07:00:00,2025-12-14,8.0,kg,ZN_FREEZE,0.5,0.938,720.0,whole
B00507,SITE_KIT_01,ING_FISH,LOT-B00507,2025-12-11T07:00:00,2025-12-14,8.0,kg,ZN_FREEZE,0.5,0.93,480.0,whole
B00508,SITE_KIT_01,ING_EGG,LOT-B00508,2025-12-11T07:00:00,2025-12-17,4.0,kg,ZN_COLD,0.5,0.967,140.0,whole
B00509,SITE_KIT_01,ING_PANEER,LOT-B00509,2025-12-11T07:00:00,2025-12-17,18.0,kg,ZN_COLD,0.5,0.914,380.0,whole
B00510,SITE_KIT_01,ING_CURD,LOT-B00510,2025-12-11T07:00:00,2025-12-17,16.0,kg,ZN_COLD,0.5,1.0,70.0,whole
B00511,SITE_KIT_01,ING_MILK,LOT-B00511,2025-12-11T07:00:00,2025-12-17,3.0,kg,ZN_COLD,0.5,1.0,58.0,whole
B00512,SITE_KIT_01,ING_CREAM,LOT-B00512,2025-12-11T07:00:00,2025-12-17,3.0,kg,ZN_COLD,0.5,0.906,220.0,whole
B00513,SITE_KIT_01,ING_BUTTER,LOT-B00513,2025-12-11T07:00:00,2025-12-17,4.0,kg,ZN_COLD,0.5,1.0,520.0,whole
B00514,SITE_KIT_01,ING_BATTER,LOT-B00514,2025-12-11T07:00:00,2025-12-13,15.0,kg,ZN_COLD,0.5,0.838,70.0,whole
B00515,SITE_KIT_01,ING_SPINACH,LOT-B00515,2025-12-12T07:00:00,2025-12-16,9.0,kg,ZN_COLD,0.5,0.989,30.0,whole
B00516,SITE_KIT_01,ING_CORIANDER,LOT-B00516,2025-12-12T07:00:00,2025-12-15,2.0,kg,ZN_COLD,0.5,0.95,60.0,whole
B00517,SITE_KIT_01,ING_MINT,LOT-B00517,2025-12-12T07:00:00,2025-12-15,0.75,kg,ZN_COLD,0.5,0.983,60.0,whole
B00518,SITE_KIT_01,ING_CURRYLEAF,LOT-B00518,2025-12-12T07:00:00,2025-12-15,0.5,kg,ZN_COLD,0.5,0.905,80.0,whole
B00519,SITE_KIT_01,ING_BATTER,LOT-B00519,2025-12-12T07:00:00,2025-12-14,13.0,kg,ZN_COLD,0.5,0.972,70.0,whole
B00520,SITE_KIT_01,ING_TOMATO,LOT-B00520,2025-12-13T07:00:00,2025-12-20,38.0,kg,ZN_COLD,0.5,0.864,32.0,whole
B00521,SITE_KIT_01,ING_ONION,LOT-B00521,2025-12-13T07:00:00,2026-01-12,72.0,kg,ZN_DRY,0.5,0.829,38.0,whole
B00522,SITE_KIT_01,ING_POTATO,LOT-B00522,2025-12-13T07:00:00,2026-01-12,46.0,kg,ZN_DRY,0.5,0.982,28.0,whole
B00523,SITE_KIT_01,ING_CAULI,LOT-B00523,2025-12-13T07:00:00,2025-12-23,42.0,kg,ZN_COLD,0.5,0.981,40.0,whole
B00524,SITE_KIT_01,ING_SPINACH,LOT-B00524,2025-12-13T07:00:00,2025-12-17,8.0,kg,ZN_COLD,0.5,0.9,30.0,whole
B00525,SITE_KIT_01,ING_CORIANDER,LOT-B00525,2025-12-13T07:00:00,2025-12-16,1.25,kg,ZN_COLD,0.5,0.973,60.0,whole
B00526,SITE_KIT_01,ING_GCHILLI,LOT-B00526,2025-12-13T07:00:00,2025-12-20,2.0,kg,ZN_COLD,0.5,0.983,70.0,whole
B00527,SITE_KIT_01,ING_GINGER,LOT-B00527,2025-12-13T07:00:00,2026-01-12,4.0,kg,ZN_DRY,0.5,0.956,120.0,whole
B00528,SITE_KIT_01,ING_GARLIC,LOT-B00528,2025-12-13T07:00:00,2026-01-12,6.0,kg,ZN_DRY,0.5,0.956,180.0,whole
B00529,SITE_KIT_01,ING_CARROT,LOT-B00529,2025-12-13T07:00:00,2025-12-23,11.0,kg,ZN_COLD,0.5,0.837,45.0,whole
B00530,SITE_KIT_01,ING_CAPSICUM,LOT-B00530,2025-12-13T07:00:00,2025-12-20,11.0,kg,ZN_COLD,0.5,0.946,80.0,whole
B00531,SITE_KIT_01,ING_CABBAGE,LOT-B00531,2025-12-13T07:00:00,2025-12-23,5.0,kg,ZN_COLD,0.5,0.916,25.0,whole
B00532,SITE_KIT_01,ING_BRINJAL,LOT-B00532,2025-12-13T07:00:00,2025-12-20,7.0,kg,ZN_COLD,0.5,0.974,40.0,whole
B00533,SITE_KIT_01,ING_OKRA,LOT-B00533,2025-12-13T07:00:00,2025-12-20,10.0,kg,ZN_COLD,0.5,0.915,55.0,whole
B00534,SITE_KIT_01,ING_PEAS,LOT-B00534,2025-12-13T07:00:00,2025-12-20,5.0,kg,ZN_COLD,0.5,1.0,90.0,whole
B00535,SITE_KIT_01,ING_MINT,LOT-B00535,2025-12-13T07:00:00,2025-12-16,0.75,kg,ZN_COLD,0.5,0.913,60.0,whole
B00536,SITE_KIT_01,ING_CURRYLEAF,LOT-B00536,2025-12-13T07:00:00,2025-12-16,0.75,kg,ZN_COLD,0.5,0.985,80.0,whole
B00537,SITE_KIT_01,ING_LEMON,LOT-B00537,2025-12-13T07:00:00,2025-12-19,4.0,kg,ZN_COLD,0.5,0.941,90.0,whole
B00538,SITE_KIT_01,ING_BEANS,LOT-B00538,2025-12-13T07:00:00,2025-12-20,6.0,kg,ZN_COLD,0.5,0.96,60.0,whole
B00539,SITE_KIT_01,ING_MUSHROOM,LOT-B00539,2025-12-13T07:00:00,2025-12-20,2.0,kg,ZN_COLD,0.5,0.963,220.0,whole
B00540,SITE_KIT_01,ING_CUCUMBER,LOT-B00540,2025-12-13T07:00:00,2025-12-20,9.0,kg,ZN_COLD,0.5,1.0,35.0,whole
B00541,SITE_KIT_01,ING_BANANA,LOT-B00541,2025-12-13T07:00:00,2025-12-19,9.0,kg,ZN_COLD,0.5,1.0,55.0,whole
B00542,SITE_KIT_01,ING_CHICKEN,LOT-B00542,2025-12-13T07:00:00,2025-12-16,32.0,kg,ZN_FREEZE,0.5,0.988,210.0,whole
B00543,SITE_KIT_01,ING_MUTTON,LOT-B00543,2025-12-13T07:00:00,2025-12-16,14.0,kg,ZN_FREEZE,0.5,0.972,720.0,whole
B00544,SITE_KIT_01,ING_FISH,LOT-B00544,2025-12-13T07:00:00,2025-12-16,12.0,kg,ZN_FREEZE,0.5,0.982,480.0,whole
B00545,SITE_KIT_01,ING_EGG,LOT-B00545,2025-12-13T07:00:00,2025-12-19,5.0,kg,ZN_COLD,0.5,0.924,140.0,whole
B00546,SITE_KIT_01,ING_PANEER,LOT-B00546,2025-12-13T07:00:00,2025-12-19,23.0,kg,ZN_COLD,0.5,0.937,380.0,whole
B00547,SITE_KIT_01,ING_CURD,LOT-B00547,2025-12-13T07:00:00,2025-12-19,20.0,kg,ZN_COLD,0.5,0.982,70.0,whole
B00548,SITE_KIT_01,ING_MILK,LOT-B00548,2025-12-13T07:00:00,2025-12-19,4.0,kg,ZN_COLD,0.5,1.0,58.0,whole
B00549,SITE_KIT_01,ING_CREAM,LOT-B00549,2025-12-13T07:00:00,2025-12-19,5.0,kg,ZN_COLD,0.5,0.956,220.0,whole
B00550,SITE_KIT_01,ING_BUTTER,LOT-B00550,2025-12-13T07:00:00,2025-12-19,5.0,kg,ZN_COLD,0.5,1.0,520.0,whole
B00551,SITE_KIT_01,ING_GHEE,LOT-B00551,2025-12-13T07:00:00,2026-06-11,20.0,kg,ZN_DRY,0.5,0.991,640.0,whole
B00552,SITE_KIT_01,ING_RICE,LOT-B00552,2025-12-13T07:00:00,2026-06-11,170.0,kg,ZN_DRY,0.5,1.0,120.0,whole
B00553,SITE_KIT_01,ING_ATTA,LOT-B00553,2025-12-13T07:00:00,2026-06-11,135.0,kg,ZN_DRY,0.5,0.938,48.0,whole
B00554,SITE_KIT_01,ING_BESAN,LOT-B00554,2025-12-13T07:00:00,2026-06-11,5.0,kg,ZN_DRY,0.5,0.9,90.0,whole
B00555,SITE_KIT_01,ING_OIL,LOT-B00555,2025-12-13T07:00:00,2026-06-11,15.0,kg,ZN_DRY,0.5,0.889,145.0,whole
B00556,SITE_KIT_01,ING_CASHEW,LOT-B00556,2025-12-13T07:00:00,2026-06-11,5.0,kg,ZN_DRY,0.5,0.889,850.0,whole
B00557,SITE_KIT_01,ING_COCONUT,LOT-B00557,2025-12-13T07:00:00,2026-06-11,10.0,kg,ZN_DRY,0.5,0.949,45.0,whole
B00558,SITE_KIT_01,ING_TOORDAL,LOT-B00558,2025-12-13T07:00:00,2026-06-11,30.0,kg,ZN_DRY,0.5,0.903,165.0,whole
B00559,SITE_KIT_01,ING_BATTER,LOT-B00559,2025-12-13T07:00:00,2025-12-15,14.0,kg,ZN_COLD,0.5,0.872,70.0,whole
B00560,SITE_KIT_01,ING_SPINACH,LOT-B00560,2025-12-14T07:00:00,2025-12-18,8.542,kg,ZN_COLD,0.5,0.919,30.0,whole
B00561,SITE_KIT_01,ING_CORIANDER,LOT-B00561,2025-12-14T07:00:00,2025-12-17,1.25,kg,ZN_COLD,0.5,0.963,60.0,whole
B00562,SITE_KIT_01,ING_MINT,LOT-B00562,2025-12-14T07:00:00,2025-12-17,0.75,kg,ZN_COLD,0.5,0.982,60.0,whole
B00563,SITE_KIT_01,ING_CURRYLEAF,LOT-B00563,2025-12-14T07:00:00,2025-12-17,0.456,kg,ZN_COLD,0.5,0.939,80.0,whole
B00564,SITE_KIT_01,ING_BATTER,LOT-B00564,2025-12-14T07:00:00,2025-12-16,13.0,kg,ZN_COLD,0.5,0.899,70.0,whole
B00565,SITE_KIT_01,ING_TOMATO,LOT-B00565,2025-12-15T07:00:00,2025-12-22,79.0,kg,ZN_COLD,0.5,0.995,32.0,whole
B00566,SITE_KIT_01,ING_CAULI,LOT-B00566,2025-12-15T07:00:00,2025-12-25,60.0,kg,ZN_COLD,0.5,0.948,40.0,whole
B00567,SITE_KIT_01,ING_SPINACH,LOT-B00567,2025-12-15T07:00:00,2025-12-19,9.0,kg,ZN_COLD,0.5,0.958,30.0,whole
B00568,SITE_KIT_01,ING_CORIANDER,LOT-B00568,2025-12-15T07:00:00,2025-12-18,1.5,kg,ZN_COLD,0.5,0.948,60.0,whole
B00569,SITE_KIT_01,ING_GCHILLI,LOT-B00569,2025-12-15T07:00:00,2025-12-22,3.0,kg,ZN_COLD,0.5,0.956,70.0,whole
B00570,SITE_KIT_01,ING_CARROT,LOT-B00570,2025-12-15T07:00:00,2025-12-25,15.0,kg,ZN_COLD,0.5,1.0,45.0,whole
B00571,SITE_KIT_01,ING_CAPSICUM,LOT-B00571,2025-12-15T07:00:00,2025-12-22,8.171,kg,ZN_COLD,0.5,0.998,80.0,whole
B00572,SITE_KIT_01,ING_CABBAGE,LOT-B00572,2025-12-15T07:00:00,2025-12-25,10.0,kg,ZN_COLD,0.5,0.931,25.0,whole
B00573,SITE_KIT_01,ING_BRINJAL,LOT-B00573,2025-12-15T07:00:00,2025-12-22,8.0,kg,ZN_COLD,0.5,0.989,40.0,whole
B00574,SITE_KIT_01,ING_OKRA,LOT-B00574,2025-12-15T07:00:00,2025-12-22,10.0,kg,ZN_COLD,0.5,0.978,55.0,whole
B00575,SITE_KIT_01,ING_PEAS,LOT-B00575,2025-12-15T07:00:00,2025-12-22,7.0,kg,ZN_COLD,0.5,0.937,90.0,whole
B00576,SITE_KIT_01,ING_MINT,LOT-B00576,2025-12-15T07:00:00,2025-12-18,0.75,kg,ZN_COLD,0.5,0.968,60.0,whole
B00577,SITE_KIT_01,ING_CURRYLEAF,LOT-B00577,2025-12-15T07:00:00,2025-12-18,0.5,kg,ZN_COLD,0.5,0.969,80.0,whole
B00578,SITE_KIT_01,ING_LEMON,LOT-B00578,2025-12-15T07:00:00,2025-12-21,4.0,kg,ZN_COLD,0.5,0.905,90.0,whole
B00579,SITE_KIT_01,ING_BEANS,LOT-B00579,2025-12-15T07:00:00,2025-12-22,9.0,kg,ZN_COLD,0.5,0.807,60.0,whole
B00580,SITE_KIT_01,ING_MUSHROOM,LOT-B00580,2025-12-15T07:00:00,2025-12-22,5.0,kg,ZN_COLD,0.5,0.955,220.0,whole
B00581,SITE_KIT_01,ING_CUCUMBER,LOT-B00581,2025-12-15T07:00:00,2025-12-22,10.0,kg,ZN_COLD,0.5,0.974,35.0,whole
B00582,SITE_KIT_01,ING_BANANA,LOT-B00582,2025-12-15T07:00:00,2025-12-21,9.0,kg,ZN_COLD,0.5,0.94,55.0,whole
B00583,SITE_KIT_01,ING_CHICKEN,LOT-B00583,2025-12-15T07:00:00,2025-12-18,33.0,kg,ZN_FREEZE,0.5,0.913,210.0,whole
B00584,SITE_KIT_01,ING_MUTTON,LOT-B00584,2025-12-15T07:00:00,2025-12-18,14.0,kg,ZN_FREEZE,0.5,0.945,720.0,whole
B00585,SITE_KIT_01,ING_FISH,LOT-B00585,2025-12-15T07:00:00,2025-12-18,13.0,kg,ZN_FREEZE,0.5,0.975,480.0,whole
B00586,SITE_KIT_01,ING_EGG,LOT-B00586,2025-12-15T07:00:00,2025-12-21,6.0,kg,ZN_COLD,0.5,0.844,140.0,whole
B00587,SITE_KIT_01,ING_PANEER,LOT-B00587,2025-12-15T07:00:00,2025-12-21,26.0,kg,ZN_COLD,0.5,0.944,380.0,whole
B00588,SITE_KIT_01,ING_CURD,LOT-B00588,2025-12-15T07:00:00,2025-12-21,21.0,kg,ZN_COLD,0.5,0.83,70.0,whole
B00589,SITE_KIT_01,ING_MILK,LOT-B00589,2025-12-15T07:00:00,2025-12-21,5.0,kg,ZN_COLD,0.5,0.951,58.0,whole
B00590,SITE_KIT_01,ING_CREAM,LOT-B00590,2025-12-15T07:00:00,2025-12-21,6.0,kg,ZN_COLD,0.5,0.911,220.0,whole
B00591,SITE_KIT_01,ING_BUTTER,LOT-B00591,2025-12-15T07:00:00,2025-12-21,10.0,kg,ZN_COLD,0.5,0.859,520.0,whole
B00592,SITE_KIT_01,ING_BATTER,LOT-B00592,2025-12-15T07:00:00,2025-12-17,14.0,kg,ZN_COLD,0.5,0.945,70.0,whole
